window_id	cluster_rep	organism	phylum
ecoli_K12_MG1655_prom_pos_4730	ecoli_K12_MG1655_prom_pos_4730	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4731	ecoli_K12_MG1655_prom_pos_4731	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4732	ecoli_K12_MG1655_prom_pos_5296	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4733	ecoli_K12_MG1655_prom_pos_5296	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4734	ecoli_K12_MG1655_prom_pos_4734	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4735	ecoli_K12_MG1655_prom_pos_4734	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4736	ecoli_K12_MG1655_prom_pos_4734	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4737	ecoli_K12_MG1655_prom_pos_6835	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4738	ecoli_K12_MG1655_prom_pos_6835	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4739	ecoli_K12_MG1655_prom_pos_4739	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_474	ecoli_K12_MG1655_prom_pos_471	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4740	ecoli_K12_MG1655_prom_pos_4740	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4741	ecoli_K12_MG1655_prom_pos_4741	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4742	ecoli_K12_MG1655_prom_pos_5012	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4743	ecoli_K12_MG1655_prom_pos_4743	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4744	ecoli_K12_MG1655_prom_pos_4744	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4745	ecoli_K12_MG1655_prom_pos_5206	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4746	ecoli_K12_MG1655_prom_pos_4746	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4747	ecoli_K12_MG1655_prom_pos_1	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4748	ecoli_K12_MG1655_prom_pos_7414	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4749	ecoli_K12_MG1655_prom_pos_4752	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_475	ecoli_K12_MG1655_prom_pos_471	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4750	ecoli_K12_MG1655_prom_pos_4752	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4751	ecoli_K12_MG1655_prom_pos_4752	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4752	ecoli_K12_MG1655_prom_pos_4752	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4753	ecoli_K12_MG1655_prom_pos_4754	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4754	ecoli_K12_MG1655_prom_pos_4754	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4755	ecoli_K12_MG1655_prom_pos_7418	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4756	ecoli_K12_MG1655_prom_pos_7418	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4757	ecoli_K12_MG1655_prom_pos_4759	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4758	ecoli_K12_MG1655_prom_pos_4759	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4759	ecoli_K12_MG1655_prom_pos_4759	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_476	ecoli_K12_MG1655_prom_pos_476	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4760	ecoli_K12_MG1655_prom_pos_4760	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4761	ecoli_K12_MG1655_prom_pos_4765	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4762	ecoli_K12_MG1655_prom_pos_4760	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4763	ecoli_K12_MG1655_prom_pos_4760	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4764	ecoli_K12_MG1655_prom_pos_4765	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4765	ecoli_K12_MG1655_prom_pos_4765	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4766	ecoli_K12_MG1655_prom_pos_4766	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4767	ecoli_K12_MG1655_prom_pos_4767	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4768	ecoli_K12_MG1655_prom_pos_4768	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4769	ecoli_K12_MG1655_prom_pos_4770	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_477	ecoli_K12_MG1655_prom_pos_6384	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4770	ecoli_K12_MG1655_prom_pos_4770	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4771	ecoli_K12_MG1655_prom_pos_1663	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4772	ecoli_K12_MG1655_prom_pos_4772	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4773	ecoli_K12_MG1655_prom_pos_4773	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4774	ecoli_K12_MG1655_prom_pos_1632	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4775	ecoli_K12_MG1655_prom_pos_4775	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4776	ecoli_K12_MG1655_prom_pos_4777	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4777	ecoli_K12_MG1655_prom_pos_4777	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4778	ecoli_K12_MG1655_prom_pos_4779	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4779	ecoli_K12_MG1655_prom_pos_4779	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_478	ecoli_K12_MG1655_prom_pos_7478	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4780	ecoli_K12_MG1655_prom_pos_417	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4781	ecoli_K12_MG1655_prom_pos_4782	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4782	ecoli_K12_MG1655_prom_pos_4782	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4783	ecoli_K12_MG1655_prom_pos_4788	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4784	ecoli_K12_MG1655_prom_pos_4784	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4785	ecoli_K12_MG1655_prom_pos_4785	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4786	ecoli_K12_MG1655_prom_pos_8521	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4787	ecoli_K12_MG1655_prom_pos_4787	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4788	ecoli_K12_MG1655_prom_pos_4788	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4789	ecoli_K12_MG1655_prom_pos_4789	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_479	ecoli_K12_MG1655_prom_pos_480	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4790	ecoli_K12_MG1655_prom_pos_4790	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4791	ecoli_K12_MG1655_prom_pos_4791	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4792	ecoli_K12_MG1655_prom_pos_8522	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4793	ecoli_K12_MG1655_prom_pos_4793	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4794	ecoli_K12_MG1655_prom_pos_4794	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4795	ecoli_K12_MG1655_prom_pos_8116	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4796	ecoli_K12_MG1655_prom_pos_8116	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4797	ecoli_K12_MG1655_prom_pos_8116	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4798	ecoli_K12_MG1655_prom_pos_7500	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4799	ecoli_K12_MG1655_prom_pos_4799	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_48	ecoli_K12_MG1655_prom_pos_48	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_480	ecoli_K12_MG1655_prom_pos_480	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4800	ecoli_K12_MG1655_prom_pos_4800	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4801	ecoli_K12_MG1655_prom_pos_4801	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4802	ecoli_K12_MG1655_prom_pos_4802	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4803	ecoli_K12_MG1655_prom_pos_4803	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4804	ecoli_K12_MG1655_prom_pos_4804	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4805	ecoli_K12_MG1655_prom_pos_4805	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4806	ecoli_K12_MG1655_prom_pos_4806	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4807	ecoli_K12_MG1655_prom_pos_4807	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4808	ecoli_K12_MG1655_prom_pos_2444	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4809	ecoli_K12_MG1655_prom_pos_4809	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_481	ecoli_K12_MG1655_prom_pos_6427	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4810	ecoli_K12_MG1655_prom_pos_4810	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4811	ecoli_K12_MG1655_prom_pos_4811	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4812	ecoli_K12_MG1655_prom_pos_4812	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4813	ecoli_K12_MG1655_prom_pos_4813	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4814	ecoli_K12_MG1655_prom_pos_4814	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4815	ecoli_K12_MG1655_prom_pos_4813	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4816	ecoli_K12_MG1655_prom_pos_4816	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4817	ecoli_K12_MG1655_prom_pos_1549	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4818	ecoli_K12_MG1655_prom_pos_1549	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4819	ecoli_K12_MG1655_prom_pos_1549	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_482	ecoli_K12_MG1655_prom_pos_483	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4820	ecoli_K12_MG1655_prom_pos_4821	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4821	ecoli_K12_MG1655_prom_pos_4821	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4822	ecoli_K12_MG1655_prom_pos_4822	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4823	ecoli_K12_MG1655_prom_pos_4823	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4824	ecoli_K12_MG1655_prom_pos_4823	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4825	ecoli_K12_MG1655_prom_pos_4823	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4826	ecoli_K12_MG1655_prom_pos_2046	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4827	ecoli_K12_MG1655_prom_pos_4828	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4828	ecoli_K12_MG1655_prom_pos_4828	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4829	ecoli_K12_MG1655_prom_pos_4828	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_483	ecoli_K12_MG1655_prom_pos_483	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4830	ecoli_K12_MG1655_prom_pos_4828	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4831	ecoli_K12_MG1655_prom_pos_4831	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4832	ecoli_K12_MG1655_prom_pos_4832	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4833	ecoli_K12_MG1655_prom_pos_4833	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4834	ecoli_K12_MG1655_prom_pos_4834	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4835	ecoli_K12_MG1655_prom_pos_4835	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4836	ecoli_K12_MG1655_prom_pos_4836	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4837	ecoli_K12_MG1655_prom_pos_4837	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4838	ecoli_K12_MG1655_prom_pos_4838	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4839	ecoli_K12_MG1655_prom_pos_4839	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_484	ecoli_K12_MG1655_prom_pos_6425	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4840	ecoli_K12_MG1655_prom_pos_4841	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4841	ecoli_K12_MG1655_prom_pos_4841	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4842	ecoli_K12_MG1655_prom_pos_4842	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4843	ecoli_K12_MG1655_prom_pos_4844	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4844	ecoli_K12_MG1655_prom_pos_4844	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4845	ecoli_K12_MG1655_prom_pos_4845	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4846	ecoli_K12_MG1655_prom_pos_4847	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4847	ecoli_K12_MG1655_prom_pos_4847	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4848	ecoli_K12_MG1655_prom_pos_4848	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4849	ecoli_K12_MG1655_prom_pos_4893	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_485	ecoli_K12_MG1655_prom_pos_6425	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4850	ecoli_K12_MG1655_prom_pos_4850	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4851	ecoli_K12_MG1655_prom_pos_4851	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4852	ecoli_K12_MG1655_prom_pos_4852	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4853	ecoli_K12_MG1655_prom_pos_6214	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4854	ecoli_K12_MG1655_prom_pos_6214	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4855	ecoli_K12_MG1655_prom_pos_4857	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4856	ecoli_K12_MG1655_prom_pos_4857	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4857	ecoli_K12_MG1655_prom_pos_4857	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4858	ecoli_K12_MG1655_prom_pos_4003	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4859	ecoli_K12_MG1655_prom_pos_4003	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_486	ecoli_K12_MG1655_prom_pos_486	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4860	ecoli_K12_MG1655_prom_pos_4860	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4861	ecoli_K12_MG1655_prom_pos_4861	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4862	ecoli_K12_MG1655_prom_pos_4863	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4863	ecoli_K12_MG1655_prom_pos_4863	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4864	ecoli_K12_MG1655_prom_pos_4865	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4865	ecoli_K12_MG1655_prom_pos_4865	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4866	ecoli_K12_MG1655_prom_pos_4866	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4867	ecoli_K12_MG1655_prom_pos_4867	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4868	ecoli_K12_MG1655_prom_pos_4868	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4869	ecoli_K12_MG1655_prom_pos_4869	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_487	ecoli_K12_MG1655_prom_pos_487	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4870	ecoli_K12_MG1655_prom_pos_4870	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4871	ecoli_K12_MG1655_prom_pos_4871	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4872	ecoli_K12_MG1655_prom_pos_4872	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4873	ecoli_K12_MG1655_prom_pos_4873	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4874	ecoli_K12_MG1655_prom_pos_4874	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4875	ecoli_K12_MG1655_prom_pos_4875	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4876	ecoli_K12_MG1655_prom_pos_4876	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4877	ecoli_K12_MG1655_prom_pos_4877	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4878	ecoli_K12_MG1655_prom_pos_4878	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4879	ecoli_K12_MG1655_prom_pos_4879	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_488	ecoli_K12_MG1655_prom_pos_488	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4880	ecoli_K12_MG1655_prom_pos_4880	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4881	ecoli_K12_MG1655_prom_pos_4881	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4882	ecoli_K12_MG1655_prom_pos_4882	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4883	ecoli_K12_MG1655_prom_pos_4285	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4884	ecoli_K12_MG1655_prom_pos_4285	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4885	ecoli_K12_MG1655_prom_pos_4285	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4886	ecoli_K12_MG1655_prom_pos_4886	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4887	ecoli_K12_MG1655_prom_pos_4287	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4888	ecoli_K12_MG1655_prom_pos_4287	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4889	ecoli_K12_MG1655_prom_pos_8271	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_489	ecoli_K12_MG1655_prom_pos_489	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4890	ecoli_K12_MG1655_prom_pos_4890	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4891	ecoli_K12_MG1655_prom_pos_4891	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4892	ecoli_K12_MG1655_prom_pos_4892	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4893	ecoli_K12_MG1655_prom_pos_4893	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4894	ecoli_K12_MG1655_prom_pos_4896	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4895	ecoli_K12_MG1655_prom_pos_4895	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4896	ecoli_K12_MG1655_prom_pos_4896	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4897	ecoli_K12_MG1655_prom_pos_4897	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4898	ecoli_K12_MG1655_prom_pos_4898	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4899	ecoli_K12_MG1655_prom_pos_4899	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_49	ecoli_K12_MG1655_prom_pos_49	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_490	ecoli_K12_MG1655_prom_pos_490	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4900	ecoli_K12_MG1655_prom_pos_6778	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4901	ecoli_K12_MG1655_prom_pos_4901	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4902	ecoli_K12_MG1655_prom_pos_4902	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4903	ecoli_K12_MG1655_prom_pos_4903	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4904	ecoli_K12_MG1655_prom_pos_4904	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4905	ecoli_K12_MG1655_prom_pos_7693	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4906	ecoli_K12_MG1655_prom_pos_8523	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4907	ecoli_K12_MG1655_prom_pos_4907	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4908	ecoli_K12_MG1655_prom_pos_4908	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4909	ecoli_K12_MG1655_prom_pos_3536	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_491	ecoli_K12_MG1655_prom_pos_492	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4910	ecoli_K12_MG1655_prom_pos_4910	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4911	ecoli_K12_MG1655_prom_pos_4680	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4912	ecoli_K12_MG1655_prom_pos_4912	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4913	ecoli_K12_MG1655_prom_pos_4913	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4914	ecoli_K12_MG1655_prom_pos_4914	ecoli_K12_MG1655	Gammaproteobacteria
ecoli_K12_MG1655_prom_pos_4915	ecoli_K12_MG1655_prom_pos_4915	ecoli_K12_MG1655	Gammaproteobacteria
